interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,comfort_level,star_category,quality_score,price_per_night,room_capacity,accessibility_score
HI0008184,T002046,H0024,February,3,56275,2813.0,44.0,60.72,100.0,100.0,67.36,50.0,87.4,100.0,0.0,89.14,train,seniors,1,0,4,5,easy_going,medium,premium,no_restriction,vegan,lowest_cost,78,86,88,59,65,0,23,56,62,66,44,55,budget,2,45.5,2813,2,63
HI0008185,T002047,H0021,November,3,33418,1497.0,44.0,59.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,89.34,train,seniors,0,0,2,2,packed,medium,premium,no_restriction,non_vegetarian,lowest_cost,52,15,83,90,65,41,66,73,29,62,60,37,budget,2,46.4,1497,3,55
HI0008186,T002047,H0033,November,3,33418,10987.0,100.0,100.0,100.0,76.59,67.72,62.5,80.35,100.0,20.48,98.08,train,seniors,0,0,2,2,packed,medium,premium,no_restriction,non_vegetarian,lowest_cost,52,15,83,90,65,41,66,73,29,62,60,37,premium,4,83.0,10987,2,65
HI0008187,T002047,H0016,November,3,33418,9320.0,100.0,74.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,100.0,train,seniors,0,0,2,2,packed,medium,premium,no_restriction,non_vegetarian,lowest_cost,52,15,83,90,65,41,66,73,29,62,60,37,premium,4,87.3,9320,2,55
HI0008188,T002047,H0007,November,3,33418,27129.0,72.0,80.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,73.67,train,seniors,0,0,2,2,packed,medium,premium,no_restriction,non_vegetarian,lowest_cost,52,15,83,90,65,41,66,73,29,62,60,37,luxury,5,89.5,27129,3,54
HI0008189,T002048,H0004,November,1,29667,4879.0,72.0,79.12,100.0,100.0,58.72,75.0,78.25,100.0,0.0,98.69,train,family,3,3,0,6,packed,low,premium,no_restriction,non_vegetarian,balanced,88,100,93,42,82,24,51,59,53,60,54,72,standard,3,68.9,4879,3,60
HI0008190,T002048,H0032,November,1,29667,3917.0,72.0,65.69,100.0,100.0,44.44,37.5,74.5,100.0,0.0,94.77,train,family,3,3,0,6,packed,low,premium,no_restriction,non_vegetarian,balanced,88,100,93,42,82,24,51,59,53,60,54,72,standard,3,71.5,3917,3,54
HI0008191,T002048,H0033,November,1,29667,10987.0,100.0,73.97,100.0,79.34,67.72,75.0,80.35,100.0,12.05,95.92,train,family,3,3,0,6,packed,low,premium,no_restriction,non_vegetarian,balanced,88,100,93,42,82,24,51,59,53,60,54,72,premium,4,83.0,10987,2,65
HI0008192,T002048,H0007,November,1,29667,27129.0,72.0,61.64,100.0,0.0,62.92,100.0,84.4,100.0,93.9,56.2,train,family,3,3,0,6,packed,low,premium,no_restriction,non_vegetarian,balanced,88,100,93,42,82,24,51,59,53,60,54,72,luxury,5,89.5,27129,3,54
HI0008193,T002049,H0015,February,2,16436,24244.0,44.0,65.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,44.47,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,no_preference,private_transport,45,41,45,49,31,50,44,55,77,37,69,77,luxury,5,88.6,24244,2,66
HI0008194,T002049,H0019,February,2,16436,3860.0,100.0,63.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,100.0,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,no_preference,private_transport,45,41,45,49,31,50,44,55,77,37,69,77,standard,3,63.5,3860,3,56
HI0008195,T002049,H0018,February,2,16436,5949.0,100.0,79.0,100.0,66.69,56.08,25.0,80.5,100.0,29.15,81.89,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,no_preference,private_transport,45,41,45,49,31,50,44,55,77,37,69,77,standard,3,71.9,5949,2,80
HI0008196,T002049,H0037,February,2,16436,1947.0,72.0,75.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,99.22,train,solo,1,0,0,1,balanced,medium,standard,no_restriction,no_preference,private_transport,45,41,45,49,31,50,44,55,77,37,69,77,budget,2,39.1,1947,3,69
HI0008197,T002050,H0004,November,5,174045,4879.0,72.0,79.12,100.0,100.0,58.72,75.0,78.25,100.0,0.0,92.58,test,family,4,2,0,6,easy_going,high,premium,no_restriction,no_preference,lowest_cost,84,81,82,57,55,47,62,60,46,61,49,64,standard,3,68.9,4879,3,60
HI0008198,T002050,H0023,November,5,174045,24419.0,72.0,66.79,100.0,26.03,73.0,75.0,83.95,100.0,100.0,73.56,test,family,4,2,0,6,easy_going,high,premium,no_restriction,no_preference,lowest_cost,84,81,82,57,55,47,62,60,46,61,49,64,luxury,5,96.1,24419,2,61
HI0008199,T002050,H0013,November,5,174045,4412.0,72.0,58.33,100.0,100.0,74.56,62.5,86.65,100.0,0.0,100.0,test,family,4,2,0,6,easy_going,high,premium,no_restriction,no_preference,lowest_cost,84,81,82,57,55,47,62,60,46,61,49,64,standard,3,57.2,4412,3,62
HI0008200,T002050,H0016,November,5,174045,9320.0,100.0,92.0,100.0,100.0,55.6,75.0,81.55,100.0,0.0,100.0,test,family,4,2,0,6,easy_going,high,premium,no_restriction,no_preference,lowest_cost,84,81,82,57,55,47,62,60,46,61,49,64,premium,4,87.3,9320,2,55
HI0008201,T002051,H0026,November,3,130110,1802.0,16.0,48.76,100.0,100.0,56.08,25.0,80.35,100.0,0.0,81.51,train,friends,4,0,0,4,balanced,high,luxury,no_restriction,no_preference,lowest_cost,71,77,75,48,49,62,60,58,71,93,63,67,budget,2,40.2,1802,3,63
HI0008202,T002051,H0008,November,3,130110,1314.0,16.0,75.44,100.0,100.0,46.48,37.5,67.15,100.0,0.0,79.5,train,friends,4,0,0,4,balanced,high,luxury,no_restriction,no_preference,lowest_cost,71,77,75,48,49,62,60,58,71,93,63,67,budget,2,35.5,1314,2,44
HI0008203,T002051,H0028,November,3,130110,4489.0,44.0,67.16,100.0,100.0,60.04,62.5,84.25,100.0,0.0,87.23,train,friends,4,0,0,4,balanced,high,luxury,no_restriction,no_preference,lowest_cost,71,77,75,48,49,62,60,58,71,93,63,67,standard,3,61.1,4489,3,100
HI0008204,T002051,H0025,November,3,130110,27248.0,100.0,72.68,100.0,99.14,52.12,62.5,81.7,100.0,1.25,92.78,train,friends,4,0,0,4,balanced,high,luxury,no_restriction,no_preference,lowest_cost,71,77,75,48,49,62,60,58,71,93,63,67,luxury,5,91.8,27248,2,71
HI0008205,T002052,H0015,January,5,113105,24244.0,72.0,73.6,100.0,0.0,67.72,50.0,85.75,100.0,100.0,52.2,train,friends,3,0,0,3,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,88,98,56,77,52,50,49,87,60,74,37,44,luxury,5,88.6,24244,2,66
HI0008206,T002052,H0019,January,5,113105,3860.0,72.0,84.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,83.58,train,friends,3,0,0,3,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,88,98,56,77,52,50,49,87,60,74,37,44,standard,3,63.5,3860,3,56
HI0008207,T002052,H0027,January,5,113105,11145.0,100.0,80.96,100.0,74.51,68.2,62.5,86.05,100.0,37.17,100.0,train,friends,3,0,0,3,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,88,98,56,77,52,50,49,87,60,74,37,44,premium,4,72.4,11145,2,76
HI0008208,T002052,H0024,January,5,113105,2813.0,44.0,76.36,100.0,100.0,67.36,50.0,87.4,100.0,0.0,96.49,train,friends,3,0,0,3,easy_going,high,premium,no_restriction,vegetarian,lowest_cost,88,98,56,77,52,50,49,87,60,74,37,44,budget,2,45.5,2813,2,63
HI0008209,T002053,H0030,September,3,39583,1633.0,44.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,88.25,validation,couple,2,0,0,2,packed,medium,premium,no_restriction,vegetarian,lowest_cost,27,85,72,75,56,30,27,47,74,81,54,82,budget,2,36.7,1633,3,27
HI0008210,T002053,H0035,September,3,39583,25212.0,72.0,88.0,100.0,0.0,53.08,87.5,74.35,65.36,100.0,59.18,validation,couple,2,0,0,2,packed,medium,premium,no_restriction,vegetarian,lowest_cost,27,85,72,75,56,30,27,47,74,81,54,82,luxury,5,90.3,25212,2,72
HI0008211,T002053,H0038,September,3,39583,9325.0,100.0,68.0,100.0,92.24,57.88,62.5,81.7,73.0,6.79,100.0,validation,couple,2,0,0,2,packed,medium,premium,no_restriction,vegetarian,lowest_cost,27,85,72,75,56,30,27,47,74,81,54,82,premium,4,86.7,9325,2,82
HI0008212,T002053,H0017,September,3,39583,2123.0,44.0,82.0,100.0,100.0,75.28,75.0,85.0,73.56,0.0,93.42,validation,couple,2,0,0,2,packed,medium,premium,no_restriction,vegetarian,lowest_cost,27,85,72,75,56,30,27,47,74,81,54,82,budget,2,58.2,2123,2,34
HI0008213,T002054,H0020,January,1,51046,3776.0,72.0,54.28,100.0,90.99,82.72,75.0,91.0,100.0,13.14,96.83,validation,friends,8,0,0,8,easy_going,high,budget,no_restriction,non_vegetarian,private_transport,68,77,56,20,59,51,72,91,32,61,57,26,standard,3,66.7,3776,3,59
HI0008214,T002054,H0006,January,1,51046,2830.0,100.0,79.12,100.0,100.0,60.88,37.5,81.1,100.0,0.0,100.0,validation,friends,8,0,0,8,easy_going,high,budget,no_restriction,non_vegetarian,private_transport,68,77,56,20,59,51,72,91,32,61,57,26,budget,2,53.9,2830,4,66
HI0008215,T002054,H0027,January,1,51046,11145.0,44.0,80.96,100.0,0.0,68.2,62.5,86.05,100.0,100.0,59.85,validation,friends,8,0,0,8,easy_going,high,budget,no_restriction,non_vegetarian,private_transport,68,77,56,20,59,51,72,91,32,61,57,26,premium,4,72.4,11145,2,76
HI0008216,T002054,H0013,January,1,51046,4412.0,72.0,50.6,100.0,85.02,74.56,50.0,86.65,100.0,21.84,81.0,validation,friends,8,0,0,8,easy_going,high,budget,no_restriction,non_vegetarian,private_transport,68,77,56,20,59,51,72,91,32,61,57,26,standard,3,57.2,4412,3,62
HI0008217,T002055,H0039,November,3,56015,25055.0,72.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,66.07,train,family,5,4,0,9,easy_going,low,premium,no_restriction,vegan,fastest,79,38,71,71,78,10,31,76,60,69,50,57,luxury,5,91.0,25055,2,100
HI0008218,T002055,H0019,November,3,56015,3860.0,72.0,74.34,100.0,100.0,63.16,62.5,77.2,100.0,0.0,95.65,train,family,5,4,0,9,easy_going,low,premium,no_restriction,vegan,fastest,79,38,71,71,78,10,31,76,60,69,50,57,standard,3,63.5,3860,3,56
HI0008219,T002055,H0035,November,3,56015,25212.0,72.0,78.02,100.0,0.0,53.08,100.0,74.35,100.0,73.86,61.16,train,family,5,4,0,9,easy_going,low,premium,no_restriction,vegan,fastest,79,38,71,71,78,10,31,76,60,69,50,57,luxury,5,90.3,25212,2,72
HI0008220,T002055,H0016,November,3,56015,9320.0,100.0,92.0,100.0,100.0,55.6,75.0,81.55,100.0,0.0,96.4,train,family,5,4,0,9,easy_going,low,premium,no_restriction,vegan,fastest,79,38,71,71,78,10,31,76,60,69,50,57,premium,4,87.3,9320,2,55
HI0008221,T002056,H0010,March,4,27618,2651.0,72.0,88.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,89.51,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,vegetarian,public_transport,80,82,87,59,46,42,26,43,35,65,72,62,budget,2,58.1,2651,2,28
HI0008222,T002056,H0029,March,4,27618,3084.0,100.0,81.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,100.0,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,vegetarian,public_transport,80,82,87,59,46,42,26,43,35,65,72,62,standard,3,74.8,3084,2,83
HI0008223,T002056,H0002,March,4,27618,27738.0,44.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,51.35,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,vegetarian,public_transport,80,82,87,59,46,42,26,43,35,65,72,62,luxury,5,93.1,27738,3,65
HI0008224,T002056,H0016,March,4,27618,9320.0,72.0,59.0,100.0,0.0,55.6,62.5,81.55,100.0,85.33,50.09,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,vegetarian,public_transport,80,82,87,59,46,42,26,43,35,65,72,62,premium,4,87.3,9320,2,55
HI0008225,T002057,H0034,March,5,40246,4196.0,72.0,64.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,95.65,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,balanced,38,43,45,76,41,0,60,17,2,77,24,75,standard,3,56.9,4196,3,38
HI0008226,T002057,H0018,March,5,40246,5949.0,72.0,79.0,100.0,100.0,56.08,25.0,80.5,100.0,0.0,100.0,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,balanced,38,43,45,76,41,0,60,17,2,77,24,75,standard,3,71.9,5949,2,80
HI0008227,T002057,H0002,March,5,40246,27738.0,72.0,83.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,47.32,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,balanced,38,43,45,76,41,0,60,17,2,77,24,75,luxury,5,93.1,27738,3,65
HI0008228,T002057,H0016,March,5,40246,9320.0,100.0,64.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,96.32,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,balanced,38,43,45,76,41,0,60,17,2,77,24,75,premium,4,87.3,9320,2,55
HI0008229,T002058,H0021,November,1,8235,1497.0,100.0,66.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,public_transport,28,76,54,44,52,78,57,60,82,67,53,36,budget,2,46.4,1497,3,55
HI0008230,T002058,H0002,November,1,8235,27738.0,16.0,83.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,51.96,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,public_transport,28,76,54,44,52,78,57,60,82,67,53,36,luxury,5,93.1,27738,3,65
HI0008231,T002058,H0031,November,1,8235,6095.0,72.0,73.0,100.0,1.72,62.08,50.0,77.5,100.0,100.0,60.02,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,public_transport,28,76,54,44,52,78,57,60,82,67,53,36,standard,3,58.2,6095,3,25
HI0008232,T002058,H0022,November,1,8235,7622.0,44.0,47.0,100.0,0.0,68.68,75.0,82.15,100.0,100.0,49.89,train,solo,1,0,0,1,easy_going,high,budget,no_restriction,no_preference,public_transport,28,76,54,44,52,78,57,60,82,67,53,36,premium,4,85.5,7622,2,71
HI0008233,T002059,H0004,January,5,12516,4879.0,72.0,54.0,100.0,0.0,58.72,75.0,78.25,100.0,100.0,61.5,test,solo,1,0,0,1,balanced,low,budget,no_restriction,non_vegetarian,balanced,49,72,37,58,63,15,30,55,81,70,51,89,standard,3,68.9,4879,3,60
HI0008234,T002059,H0026,January,5,12516,1802.0,100.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,test,solo,1,0,0,1,balanced,low,budget,no_restriction,non_vegetarian,balanced,49,72,37,58,63,15,30,55,81,70,51,89,budget,2,40.2,1802,3,63
HI0008235,T002059,H0008,January,5,12516,1314.0,100.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,96.2,test,solo,1,0,0,1,balanced,low,budget,no_restriction,non_vegetarian,balanced,49,72,37,58,63,15,30,55,81,70,51,89,budget,2,35.5,1314,2,44
HI0008236,T002059,H0016,January,5,12516,9320.0,44.0,64.0,100.0,0.0,55.6,62.5,81.55,100.0,100.0,51.84,test,solo,1,0,0,1,balanced,low,budget,no_restriction,non_vegetarian,balanced,49,72,37,58,63,15,30,55,81,70,51,89,premium,4,87.3,9320,2,55
HI0008237,T002060,H0010,January,5,56536,2651.0,100.0,77.28,100.0,87.54,57.16,12.5,74.8,100.0,10.9,89.38,train,seniors,2,0,4,6,packed,medium,budget,no_restriction,vegetarian,balanced,45,51,90,86,53,74,10,0,53,79,61,27,budget,2,58.1,2651,2,28
HI0008238,T002060,H0038,January,5,56536,9325.0,44.0,78.2,100.0,0.0,57.88,62.5,81.7,100.0,100.0,48.68,train,seniors,2,0,4,6,packed,medium,budget,no_restriction,vegetarian,balanced,45,51,90,86,53,74,10,0,53,79,61,27,premium,4,86.7,9325,2,82
HI0008239,T002060,H0037,January,5,56536,1947.0,100.0,70.84,100.0,100.0,59.8,50.0,83.5,100.0,0.0,100.0,train,seniors,2,0,4,6,packed,medium,budget,no_restriction,vegetarian,balanced,45,51,90,86,53,74,10,0,53,79,61,27,budget,2,39.1,1947,3,69
HI0008240,T002060,H0016,January,5,56536,9320.0,44.0,68.08,100.0,0.0,55.6,62.5,81.55,100.0,100.0,47.28,train,seniors,2,0,4,6,packed,medium,budget,no_restriction,vegetarian,balanced,45,51,90,86,53,74,10,0,53,79,61,27,premium,4,87.3,9320,2,55
HI0008241,T002061,H0030,October,6,74226,1633.0,100.0,54.28,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train,family,2,4,0,6,balanced,medium,budget,no_restriction,no_preference,balanced,97,80,83,56,48,61,53,76,47,52,42,61,budget,2,36.7,1633,3,27
HI0008242,T002061,H0032,October,6,74226,3917.0,72.0,65.69,100.0,61.76,44.44,37.5,74.5,100.0,33.46,84.63,train,family,2,4,0,6,balanced,medium,budget,no_restriction,no_preference,balanced,97,80,83,56,48,61,53,76,47,52,42,61,standard,3,71.5,3917,3,54
HI0008243,T002061,H0029,October,6,74226,3084.0,72.0,60.9,100.0,73.12,52.84,75.0,77.35,100.0,23.52,82.93,train,family,2,4,0,6,balanced,medium,budget,no_restriction,no_preference,balanced,97,80,83,56,48,61,53,76,47,52,42,61,standard,3,74.8,3084,2,83
HI0008244,T002061,H0038,October,6,74226,9325.0,44.0,54.65,100.0,0.0,57.88,62.5,81.7,100.0,100.0,57.34,train,family,2,4,0,6,balanced,medium,budget,no_restriction,no_preference,balanced,97,80,83,56,48,61,53,76,47,52,42,61,premium,4,86.7,9325,2,82
HI0008245,T002062,H0039,November,8,105659,25055.0,72.0,84.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,63.08,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,no_preference,balanced,53,19,86,80,69,61,40,26,6,83,61,18,luxury,5,91.0,25055,2,100
HI0008246,T002062,H0023,November,8,105659,24419.0,72.0,63.0,100.0,0.0,73.0,62.5,83.95,100.0,100.0,52.45,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,no_preference,balanced,53,19,86,80,69,61,40,26,6,83,61,18,luxury,5,96.1,24419,2,61
HI0008247,T002062,H0013,November,8,105659,4412.0,72.0,69.0,100.0,100.0,74.56,50.0,86.65,100.0,0.0,83.15,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,no_preference,balanced,53,19,86,80,69,61,40,26,6,83,61,18,standard,3,57.2,4412,3,62
HI0008248,T002062,H0016,November,8,105659,9320.0,100.0,59.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,97.61,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,no_preference,balanced,53,19,86,80,69,61,40,26,6,83,61,18,premium,4,87.3,9320,2,55
HI0008249,T002063,H0007,January,2,37646,27129.0,72.0,61.64,100.0,32.45,62.92,100.0,84.4,100.0,59.1,80.05,train,family,3,1,0,4,balanced,medium,premium,no_restriction,vegetarian,private_transport,83,70,87,53,82,11,4,62,39,54,29,57,luxury,5,89.5,27129,3,54
HI0008250,T002063,H0006,January,2,37646,2830.0,44.0,62.8,100.0,100.0,60.88,37.5,81.1,100.0,0.0,80.31,train,family,3,1,0,4,balanced,medium,premium,no_restriction,vegetarian,private_transport,83,70,87,53,82,11,4,62,39,54,29,57,budget,2,53.9,2830,4,66
HI0008251,T002063,H0013,January,2,37646,4412.0,72.0,58.33,100.0,100.0,74.56,62.5,86.65,100.0,0.0,100.0,train,family,3,1,0,4,balanced,medium,premium,no_restriction,vegetarian,private_transport,83,70,87,53,82,11,4,62,39,54,29,57,standard,3,57.2,4412,3,62
HI0008252,T002063,H0016,January,2,37646,9320.0,100.0,92.0,100.0,100.0,55.6,75.0,81.55,100.0,0.0,100.0,train,family,3,1,0,4,balanced,medium,premium,no_restriction,vegetarian,private_transport,83,70,87,53,82,11,4,62,39,54,29,57,premium,4,87.3,9320,2,55
HI0008253,T002064,H0021,January,4,81586,1497.0,44.0,37.35,100.0,100.0,66.28,37.5,87.1,100.0,0.0,79.7,train,family,4,3,0,7,balanced,low,premium,no_restriction,no_preference,fastest,78,44,56,66,64,48,77,79,24,57,45,13,budget,2,46.4,1497,3,55
HI0008254,T002064,H0014,January,4,81586,11338.0,100.0,56.49,100.0,100.0,61.6,62.5,80.8,100.0,0.0,79.85,train,family,4,3,0,7,balanced,low,premium,no_restriction,no_preference,fastest,78,44,56,66,64,48,77,79,24,57,45,13,premium,4,89.7,11338,2,74
HI0008255,T002064,H0025,January,4,81586,27248.0,72.0,57.22,100.0,0.0,52.12,75.0,81.7,100.0,69.28,67.2,train,family,4,3,0,7,balanced,low,premium,no_restriction,no_preference,fastest,78,44,56,66,64,48,77,79,24,57,45,13,luxury,5,91.8,27248,2,71
HI0008256,T002064,H0003,January,4,81586,9176.0,100.0,40.66,100.0,100.0,64.24,75.0,83.95,100.0,0.0,100.0,train,family,4,3,0,7,balanced,low,premium,no_restriction,no_preference,fastest,78,44,56,66,64,48,77,79,24,57,45,13,premium,4,80.4,9176,3,63
HI0008257,T002065,H0001,December,7,112629,2049.0,44.0,90.9,100.0,100.0,48.4,37.5,74.8,100.0,0.0,84.43,train,family,3,4,0,7,easy_going,medium,premium,no_restriction,non_vegetarian,fastest,70,13,81,91,73,67,34,41,29,76,57,22,budget,2,36.3,2049,3,13
HI0008258,T002065,H0002,December,7,112629,27738.0,72.0,40.11,100.0,27.59,68.92,62.5,81.55,100.0,63.36,73.05,train,family,3,4,0,7,easy_going,medium,premium,no_restriction,non_vegetarian,fastest,70,13,81,91,73,67,34,41,29,76,57,22,luxury,5,93.1,27738,3,65
HI0008259,T002065,H0008,December,7,112629,1314.0,44.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,89.09,train,family,3,4,0,7,easy_going,medium,premium,no_restriction,non_vegetarian,fastest,70,13,81,91,73,67,34,41,29,76,57,22,budget,2,35.5,1314,2,44
HI0008260,T002065,H0022,December,7,112629,7622.0,100.0,38.09,100.0,100.0,68.68,75.0,82.15,100.0,0.0,97.23,train,family,3,4,0,7,easy_going,medium,premium,no_restriction,non_vegetarian,fastest,70,13,81,91,73,67,34,41,29,76,57,22,premium,4,85.5,7622,2,71
HI0008261,T002066,H0034,September,1,14857,4196.0,100.0,79.0,100.0,100.0,52.96,75.0,74.8,69.28,0.0,100.0,train,friends,3,0,0,3,easy_going,medium,standard,no_restriction,vegetarian,lowest_cost,60,57,56,47,61,52,51,58,56,39,47,63,standard,3,56.9,4196,3,38
HI0008262,T002066,H0012,September,1,14857,5444.0,100.0,68.08,100.0,63.45,61.0,37.5,80.35,100.0,31.98,91.98,train,friends,3,0,0,3,easy_going,medium,standard,no_restriction,vegetarian,lowest_cost,60,57,56,47,61,52,51,58,56,39,47,63,standard,3,61.7,5444,2,53
HI0008263,T002066,H0033,September,1,14857,10987.0,72.0,74.52,100.0,0.0,67.72,62.5,80.35,100.0,100.0,48.51,train,friends,3,0,0,3,easy_going,medium,standard,no_restriction,vegetarian,lowest_cost,60,57,56,47,61,52,51,58,56,39,47,63,premium,4,83.0,10987,2,65
HI0008264,T002066,H0037,September,1,14857,1947.0,72.0,68.0,100.0,100.0,59.8,50.0,83.5,71.07,0.0,100.0,train,friends,3,0,0,3,easy_going,medium,standard,no_restriction,vegetarian,lowest_cost,60,57,56,47,61,52,51,58,56,39,47,63,budget,2,39.1,1947,3,69
HI0008265,T002067,H0034,September,2,35169,4196.0,72.0,72.68,100.0,96.75,52.96,75.0,74.8,74.65,2.85,96.27,validation,friends,7,0,0,7,balanced,medium,budget,no_restriction,non_vegetarian,fastest,69,60,75,85,62,94,71,11,61,84,60,16,standard,3,56.9,4196,3,38
HI0008266,T002067,H0010,September,2,35169,2651.0,100.0,62.56,100.0,100.0,57.16,12.5,74.8,100.0,0.0,100.0,validation,friends,7,0,0,7,balanced,medium,budget,no_restriction,non_vegetarian,fastest,69,60,75,85,62,94,71,11,61,84,60,16,budget,2,58.1,2651,2,28
HI0008267,T002067,H0018,September,2,35169,5949.0,72.0,59.8,100.0,50.95,56.08,25.0,80.5,100.0,42.92,70.58,validation,friends,7,0,0,7,balanced,medium,budget,no_restriction,non_vegetarian,fastest,69,60,75,85,62,94,71,11,61,84,60,16,standard,3,71.9,5949,2,80
HI0008268,T002067,H0001,September,2,35169,2049.0,100.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,94.69,validation,friends,7,0,0,7,balanced,medium,budget,no_restriction,non_vegetarian,fastest,69,60,75,85,62,94,71,11,61,84,60,16,budget,2,36.3,2049,3,13
HI0008269,T002068,H0040,November,2,71180,4665.0,72.0,36.98,100.0,100.0,54.88,50.0,73.9,100.0,0.0,80.88,train,family,5,2,0,7,packed,medium,premium,no_restriction,non_vegetarian,public_transport,78,79,84,58,52,76,54,74,58,57,63,63,standard,3,59.5,4665,3,42
HI0008270,T002068,H0035,November,2,71180,25212.0,72.0,78.02,100.0,39.96,53.08,100.0,74.35,100.0,52.53,73.88,train,family,5,2,0,7,packed,medium,premium,no_restriction,non_vegetarian,public_transport,78,79,84,58,52,76,54,74,58,57,63,63,luxury,5,90.3,25212,2,72
HI0008271,T002068,H0003,November,2,71180,9176.0,100.0,40.66,100.0,100.0,64.24,75.0,83.95,100.0,0.0,100.0,train,family,5,2,0,7,packed,medium,premium,no_restriction,non_vegetarian,public_transport,78,79,84,58,52,76,54,74,58,57,63,63,premium,4,80.4,9176,3,63
HI0008272,T002068,H0024,November,2,71180,2813.0,44.0,61.46,100.0,100.0,67.36,62.5,87.4,100.0,0.0,88.95,train,family,5,2,0,7,packed,medium,premium,no_restriction,non_vegetarian,public_transport,78,79,84,58,52,76,54,74,58,57,63,63,budget,2,45.5,2813,2,63
HI0008273,T002069,H0005,February,5,41716,5001.0,72.0,66.0,100.0,100.0,61.6,62.5,79.45,100.0,0.0,94.1,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,private_transport,66,87,50,75,43,10,40,41,84,94,25,79,standard,3,64.9,5001,2,47
HI0008274,T002069,H0023,February,5,41716,24419.0,72.0,62.0,100.0,0.0,73.0,62.5,83.95,100.0,100.0,49.84,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,private_transport,66,87,50,75,43,10,40,41,84,94,25,79,luxury,5,96.1,24419,2,61
HI0008275,T002069,H0025,February,5,41716,27248.0,72.0,75.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,61.69,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,private_transport,66,87,50,75,43,10,40,41,84,94,25,79,luxury,5,91.8,27248,2,71
HI0008276,T002069,H0016,February,5,41716,9320.0,100.0,64.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,100.0,train,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegetarian,private_transport,66,87,50,75,43,10,40,41,84,94,25,79,premium,4,87.3,9320,2,55
