interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split
PI0019967,T002496,POI0001,December,evening,Z08,79.2,48.0,1141.8,90.12,62.6,64.0,92.75,100.0,60.4,0.67,31.68,76.94,validation
PI0019968,T002496,POI0007,December,afternoon,Z08,95.8,52.69,957.2,71.09,83.4,44.0,73.25,100.0,59.6,0.0,38.32,67.02,validation
PI0019969,T002497,POI0015,March,evening,Z04,6.3,3.23,450.9,59.27,66.0,62.0,72.7,100.0,55.8,10.19,2.52,61.41,test
PI0019970,T002497,POI0051,March,morning,Z04,182.1,97.33,3583.2,83.08,61.0,78.0,75.1,100.0,74.2,47.76,72.84,67.79,test
PI0019971,T002497,POI0015,March,morning,Z04,6.3,3.23,450.9,59.27,66.0,84.0,72.7,100.0,55.8,10.19,2.52,65.1,test
PI0019972,T002497,POI0017,March,evening,Z04,6.3,3.23,77.9,52.9,60.0,37.0,70.3,100.0,60.8,0.42,2.52,61.88,test
PI0019973,T002497,POI0044,March,evening,Z04,103.8,57.03,1548.3,71.59,48.0,44.0,72.2,100.0,54.5,12.49,41.52,56.23,test
PI0019974,T002497,POI0001,March,evening,Z04,12.3,7.82,215.8,57.84,70.0,64.0,71.45,100.0,60.4,2.25,4.92,60.24,test
PI0019975,T002497,POI0036,March,afternoon,Z04,34.8,20.09,365.4,72.28,79.0,77.0,72.35,100.0,45.7,0.0,13.92,83.48,test
PI0019976,T002497,POI0025,March,morning,Z04,21.0,11.17,321.7,87.76,61.0,82.0,73.5,100.0,75.9,2.7,8.4,80.85,test
PI0019977,T002498,POI0010,October,afternoon,Z06,27.3,14.29,1322.7,71.11,68.0,60.0,90.0,100.0,86.1,6.28,10.92,82.84,train
PI0019978,T002498,POI0040,October,evening,Z06,20.2,10.78,190.8,71.43,69.0,84.0,80.0,100.0,45.0,0.0,8.08,87.48,train
PI0019979,T002498,POI0026,October,afternoon,Z06,17.9,9.21,446.1,69.68,49.0,72.0,100.0,100.0,51.4,1.56,7.16,68.25,train
PI0019980,T002498,POI0031,October,afternoon,Z06,10.2,0.97,29.1,72.82,50.0,63.0,90.0,100.0,58.3,0.14,4.08,69.28,train
PI0019981,T002498,POI0042,October,afternoon,Z06,20.2,10.78,487.8,70.81,63.0,71.0,95.0,100.0,66.8,1.74,8.08,79.49,train
PI0019982,T002498,POI0007,October,morning,Z06,27.3,14.29,253.7,82.06,64.0,92.0,73.25,100.0,59.6,0.0,10.92,88.38,train
PI0019983,T002498,POI0030,October,afternoon,Z06,17.9,9.21,588.1,69.27,90.0,72.0,77.0,100.0,75.2,2.39,7.16,82.14,train
PI0019984,T002498,POI0006,October,morning,Z06,19.2,11.42,212.6,80.02,52.0,92.0,78.0,100.0,64.0,0.0,7.68,72.97,train
PI0019985,T002499,POI0037,June,afternoon,Z03,41.1,26.42,451.1,71.22,57.0,67.0,84.45,100.0,63.0,0.0,16.44,78.79,test
PI0019986,T002499,POI0043,June,morning,Z03,102.7,54.77,1103.7,66.15,71.0,36.74,90.0,100.0,62.9,0.86,41.08,66.24,test
PI0019987,T002499,POI0030,June,afternoon,Z03,15.9,8.18,1716.9,71.4,51.0,43.46,80.7,100.0,75.2,9.8,6.36,64.88,test
PI0019988,T002499,POI0020,June,morning,Z03,5.4,3.33,228.6,77.62,46.0,47.81,85.2,100.0,61.3,1.04,2.16,61.71,test
PI0019989,T002499,POI0048,June,evening,Z03,102.7,54.77,964.7,71.66,61.0,71.0,88.8,100.0,46.3,0.0,41.08,72.16,test
PI0019990,T002499,POI0023,June,evening,Z03,5.4,3.33,9827.6,63.56,37.0,17.11,73.35,100.0,73.0,60.75,2.16,52.39,test
PI0019991,T002499,POI0056,June,afternoon,Z03,74.5,44.74,4960.3,59.02,6.0,35.69,70.95,100.0,50.2,25.48,29.8,45.16,test
PI0019992,T002499,POI0033,June,evening,Z03,28.4,15.27,2094.0,80.28,66.0,25.14,87.0,100.0,54.6,11.45,11.36,65.49,test
PI0019993,T002500,POI0047,March,morning,Z09,60.3,37.71,817.6,64.42,53.6,88.0,100.0,100.0,70.7,0.56,24.12,73.77,train
PI0019994,T002500,POI0006,March,afternoon,Z09,155.0,84.0,1661.9,69.04,49.4,69.0,78.0,100.0,64.0,0.0,62.0,67.78,train
PI0019995,T002500,POI0028,March,evening,Z09,128.7,79.6,1399.6,80.47,61.6,66.0,92.5,100.0,63.8,0.0,51.48,74.44,train
PI0019996,T002500,POI0057,March,morning,Z09,69.0,39.06,959.0,69.9,75.2,82.0,87.25,100.0,60.6,1.4,27.6,75.11,train
PI0019997,T002500,POI0019,March,morning,Z09,164.4,89.55,1509.3,75.92,78.2,42.0,80.5,100.0,65.5,0.0,65.76,77.99,train
PI0019998,T002500,POI0025,March,afternoon,Z09,128.7,79.6,1664.6,75.66,28.2,58.0,82.5,100.0,75.9,1.73,51.48,61.11,train
PI0019999,T002500,POI0057,March,afternoon,Z09,69.0,39.06,959.0,69.9,75.2,75.0,87.25,100.0,60.6,1.4,27.6,79.69,train
PI0020000,T002500,POI0005,March,afternoon,Z09,155.0,84.0,9191.9,72.26,56.8,73.0,87.75,100.0,68.9,49.19,62.0,49.81,train
PI0020001,T002501,POI0010,October,evening,Z10,73.8,41.29,2472.7,61.13,92.6,71.0,88.5,100.0,86.1,19.23,29.52,72.93,test
PI0020002,T002501,POI0046,October,afternoon,Z10,16.5,9.89,318.0,71.43,40.6,59.0,89.55,100.0,59.8,1.6,6.6,65.73,test
PI0020003,T002501,POI0060,October,morning,Z10,14.9,0.98,7.5,86.7,69.4,75.0,80.25,100.0,85.3,0.0,5.96,88.98,test
PI0020004,T002501,POI0047,October,morning,Z10,16.5,9.89,218.0,48.35,53.6,88.0,83.1,100.0,70.7,0.51,6.6,76.61,test
PI0020005,T002501,POI0044,October,afternoon,Z10,16.5,9.89,981.0,70.39,61.4,56.0,87.9,100.0,54.5,8.8,6.6,66.25,test
PI0020006,T002501,POI0023,October,morning,Z10,92.0,51.21,4783.9,74.1,53.4,63.0,73.35,100.0,73.0,42.64,36.8,57.99,test
PI0020007,T002501,POI0041,October,morning,Z10,58.1,32.18,581.8,82.98,76.0,88.0,84.3,100.0,60.8,0.37,23.24,87.89,test
PI0020008,T002501,POI0038,October,morning,Z10,58.1,32.18,680.8,81.69,71.8,69.0,86.1,100.0,59.1,1.45,23.24,76.13,test
PI0020009,T002502,POI0020,November,morning,Z04,5.4,0.53,45.7,77.38,69.0,79.0,69.9,100.0,61.3,0.44,2.16,71.74,test
PI0020010,T002502,POI0010,November,morning,Z04,11.5,6.52,1175.9,59.54,68.0,62.0,72.0,100.0,86.1,11.01,4.6,72.31,test
PI0020011,T002502,POI0011,November,afternoon,Z04,11.5,6.52,281.9,39.47,60.0,73.0,70.15,100.0,59.9,1.8,4.6,63.56,test
PI0020012,T002502,POI0057,November,morning,Z04,100.3,53.22,987.9,90.15,64.0,82.0,72.55,100.0,60.6,0.84,40.12,80.08,test
PI0020013,T002502,POI0051,November,afternoon,Z04,182.1,97.33,3583.2,73.88,61.0,64.0,75.1,100.0,74.2,18.78,72.84,63.97,test
PI0020014,T002502,POI0004,November,morning,Z04,12.3,7.82,558.8,56.63,68.0,59.0,70.95,100.0,78.8,4.42,4.92,75.28,test
PI0020015,T002502,POI0050,November,afternoon,Z04,182.1,97.33,1776.2,83.09,62.0,79.0,73.2,100.0,82.4,0.18,72.84,79.4,test
PI0020016,T002502,POI0035,November,morning,Z04,34.8,20.09,365.4,56.91,45.0,59.0,72.4,100.0,50.8,0.0,13.92,63.46,test
PI0020017,T002503,POI0058,February,evening,Z08,14.2,9.2,219.1,85.54,77.56,54.0,89.85,100.0,68.6,0.28,5.68,87.87,train
PI0020018,T002503,POI0046,February,afternoon,Z08,10.2,0.86,199.1,85.63,50.36,59.0,89.55,100.0,59.8,1.37,4.08,80.32,train
PI0020019,T002503,POI0055,February,morning,Z08,14.2,9.2,469.1,83.62,68.0,83.0,85.5,100.0,55.1,2.05,5.68,89.32,train
PI0020020,T002503,POI0057,February,evening,Z08,14.2,9.2,367.1,62.3,72.32,39.0,86.85,100.0,60.6,1.33,5.68,80.39,train
PI0020021,T002503,POI0051,February,afternoon,Z08,71.3,37.85,4848.4,73.86,65.76,64.0,79.2,100.0,74.2,29.61,28.52,64.68,train
PI0020022,T002503,POI0019,February,afternoon,Z08,94.2,59.11,1125.5,79.3,70.52,75.0,82.8,100.0,65.5,0.0,37.68,78.79,train
PI0020023,T002503,POI0011,February,evening,Z08,95.8,52.69,1321.2,77.93,52.8,41.0,85.95,100.0,59.9,2.58,38.32,70.16,train
PI0020024,T002503,POI0033,February,morning,Z08,61.1,33.99,1850.7,71.78,61.56,81.0,87.0,100.0,54.6,8.67,24.44,75.73,train
PI0020025,T002504,POI0045,November,afternoon,Z02,93.9,50.96,1567.4,81.51,61.6,74.0,72.15,100.0,72.7,6.05,37.56,79.45,train
PI0020026,T002504,POI0002,November,morning,Z02,3.2,1.95,80.8,77.36,69.8,84.0,71.2,100.0,67.0,0.45,1.28,92.46,train
PI0020027,T002504,POI0053,November,evening,Z02,142.0,89.69,2053.5,70.37,95.0,39.0,72.35,100.0,54.4,4.73,56.8,70.86,train
PI0020028,T002504,POI0048,November,evening,Z02,93.9,50.96,944.4,77.05,87.4,71.0,71.9,100.0,46.3,0.0,37.56,78.24,train
PI0020029,T002504,POI0003,November,morning,Z02,3.2,1.95,284.8,79.24,75.4,83.0,70.9,100.0,70.0,2.43,1.28,79.75,train
PI0020030,T002504,POI0027,November,morning,Z02,10.1,5.54,390.4,77.48,57.8,94.0,69.35,100.0,61.5,2.78,4.04,89.61,train
PI0020031,T002504,POI0022,November,morning,Z02,11.8,6.04,6819.1,67.9,25.8,5.0,73.5,100.0,55.1,65.16,4.72,42.98,train
PI0020032,T002504,POI0006,November,afternoon,Z02,3.2,1.95,34.8,75.48,49.4,69.0,74.4,100.0,64.0,0.0,1.28,82.02,train
PI0020033,T002505,POI0020,February,afternoon,Z08,94.2,59.11,1168.5,79.4,74.0,55.0,85.2,100.0,61.3,0.76,37.68,74.01,train
PI0020034,T002505,POI0057,February,afternoon,Z08,14.2,9.2,261.1,82.91,62.0,75.0,86.85,100.0,60.6,1.46,5.68,76.82,train
PI0020035,T002505,POI0060,February,morning,Z08,14.2,9.2,179.1,82.47,62.0,75.0,80.25,100.0,85.3,0.0,5.68,81.22,train
PI0020036,T002505,POI0036,February,afternoon,Z08,61.1,33.99,626.7,66.21,75.0,77.0,87.45,100.0,45.7,0.0,24.44,62.64,train
PI0020037,T002505,POI0047,February,afternoon,Z08,10.2,0.86,33.1,57.32,81.0,66.0,83.1,100.0,70.7,0.5,4.08,74.07,train
PI0020038,T002505,POI0046,February,afternoon,Z08,10.2,0.86,99.1,82.49,59.0,59.0,89.55,100.0,59.8,1.67,4.08,70.5,train
PI0020039,T002505,POI0054,February,afternoon,Z08,71.3,37.85,690.4,59.58,81.0,66.0,83.4,100.0,79.8,0.43,28.52,67.87,train
PI0020040,T002505,POI0058,February,afternoon,Z08,14.2,9.2,199.1,62.5,46.0,78.0,89.85,100.0,68.6,0.36,5.68,68.07,train
PI0020041,T002506,POI0060,November,afternoon,Z03,74.5,44.74,864.3,79.21,47.0,50.0,74.75,100.0,85.3,0.0,29.8,63.09,train
PI0020042,T002506,POI0030,November,afternoon,Z03,15.9,8.18,548.9,63.84,65.0,72.0,74.6,100.0,75.2,4.03,6.36,78.84,train
PI0020043,T002506,POI0013,November,evening,Z03,10.9,0.43,79.5,69.55,54.0,44.0,72.15,100.0,69.4,0.73,4.36,75.39,train
PI0020044,T002506,POI0022,November,afternoon,Z03,5.4,3.33,1933.6,55.68,48.0,15.0,73.5,100.0,55.1,18.54,2.16,52.89,train
PI0020045,T002506,POI0023,November,evening,Z03,5.4,3.33,2695.6,75.61,47.0,51.0,77.05,100.0,73.0,26.09,2.16,65.19,train
PI0020046,T002506,POI0039,November,afternoon,Z03,41.1,26.42,1752.1,49.26,65.0,15.0,75.9,100.0,88.0,12.88,16.44,60.48,train
PI0020047,T002506,POI0003,November,evening,Z03,8.3,4.68,177.3,79.85,60.0,93.0,70.9,100.0,70.0,0.85,3.32,77.13,train
PI0020048,T002506,POI0018,November,evening,Z03,10.9,0.43,437.5,60.41,47.0,95.0,75.8,100.0,86.2,4.28,4.36,74.44,train
PI0020049,T002507,POI0059,November,evening,Z06,58.6,33.29,651.1,80.22,43.0,59.0,92.5,100.0,79.4,0.23,23.44,69.61,train
PI0020050,T002507,POI0020,November,morning,Z06,35.7,20.48,400.1,76.24,69.0,79.0,100.0,100.0,61.3,0.41,14.28,68.61,train
PI0020051,T002507,POI0016,November,afternoon,Z06,32.9,17.46,310.6,69.44,60.0,66.0,88.75,100.0,69.1,0.0,13.16,76.49,train
PI0020052,T002507,POI0057,November,afternoon,Z06,58.6,33.29,709.1,62.05,64.0,75.0,87.25,100.0,60.6,0.78,23.44,73.93,train
PI0020053,T002507,POI0026,November,morning,Z06,17.9,9.21,446.1,73.63,49.0,69.0,100.0,100.0,51.4,2.53,7.16,75.1,train
PI0020054,T002507,POI0057,November,afternoon,Z06,58.6,33.29,709.1,62.05,64.0,75.0,87.25,100.0,60.6,0.78,23.44,61.44,train
PI0020055,T002507,POI0049,November,morning,Z06,130.8,72.24,1303.1,80.99,70.0,80.0,95.5,100.0,79.2,0.09,52.32,64.69,train
PI0020056,T002507,POI0034,November,morning,Z06,10.2,0.97,1862.1,81.62,81.0,5.0,83.5,100.0,59.7,17.69,4.08,70.03,train
PI0020057,T002508,POI0003,January,evening,Z07,33.0,21.24,582.8,77.09,73.64,93.0,70.9,100.0,70.0,3.15,13.2,65.63,validation
PI0020058,T002508,POI0002,January,evening,Z07,33.0,21.24,424.8,71.06,65.88,58.0,71.2,100.0,67.0,0.49,13.2,65.43,validation
PI0020059,T002508,POI0004,January,evening,Z07,33.0,21.24,1434.8,73.67,61.4,84.0,70.95,100.0,78.8,17.48,13.2,66.04,validation
PI0020060,T002508,POI0017,January,evening,Z07,47.7,26.98,558.9,75.46,66.6,37.0,70.3,100.0,60.8,0.54,19.08,68.59,validation
PI0020061,T002508,POI0038,January,afternoon,Z07,10.9,0.6,201.5,65.89,66.28,62.0,72.8,100.0,59.1,3.3,4.36,83.65,validation
PI0020062,T002508,POI0060,January,evening,Z07,55.4,29.95,523.7,74.82,65.64,80.0,74.75,100.0,85.3,0.0,22.16,79.83,validation
PI0020063,T002508,POI0028,January,morning,Z07,36.9,20.67,374.8,78.5,62.56,56.0,71.5,100.0,63.8,0.0,14.76,78.34,validation
PI0020064,T002508,POI0028,January,afternoon,Z07,36.9,20.67,374.8,78.5,62.56,72.0,71.5,100.0,63.8,0.0,14.76,84.17,validation
PI0020065,T002509,POI0031,March,morning,Z06,10.2,0.97,29.1,61.4,50.0,70.0,88.5,100.0,58.3,0.31,4.08,80.08,train
PI0020066,T002509,POI0043,March,morning,Z06,57.7,36.79,696.1,78.58,55.0,60.0,90.0,100.0,62.9,0.55,23.08,79.04,train
PI0020067,T002509,POI0054,March,evening,Z06,130.8,72.24,1318.1,50.67,77.0,56.0,83.4,100.0,79.8,0.31,52.32,59.61,train
PI0020068,T002509,POI0027,March,afternoon,Z06,17.9,9.21,267.1,72.25,52.0,65.0,83.55,100.0,61.5,1.11,7.16,76.42,train
PI0020069,T002509,POI0043,March,afternoon,Z06,57.7,36.79,696.1,78.58,55.0,61.0,90.0,100.0,62.9,0.55,23.08,75.73,train
PI0020070,T002509,POI0001,March,afternoon,Z06,19.2,11.42,298.6,53.56,70.0,57.0,89.85,100.0,60.4,1.11,7.68,73.67,train
PI0020071,T002509,POI0027,March,afternoon,Z06,17.9,9.21,267.1,72.25,52.0,65.0,83.55,100.0,61.5,1.11,7.16,77.62,train
PI0020072,T002509,POI0038,March,evening,Z06,20.2,10.78,281.8,80.81,64.0,48.0,86.1,100.0,59.1,1.17,8.08,81.07,train
PI0020073,T002510,POI0042,December,afternoon,Z08,55.8,29.79,1409.3,72.52,93.0,71.0,88.5,100.0,66.8,19.75,22.32,73.28,validation
PI0020074,T002510,POI0008,December,afternoon,Z08,95.8,52.69,957.2,66.53,64.8,62.0,87.9,100.0,71.5,0.0,38.32,77.07,validation
PI0020075,T002510,POI0016,December,morning,Z08,92.1,54.2,1018.0,77.47,79.0,85.0,87.75,100.0,69.1,0.0,36.84,85.63,validation
PI0020076,T002510,POI0055,December,evening,Z08,14.2,9.2,555.1,82.04,68.0,55.0,85.5,100.0,55.1,8.51,5.68,84.31,validation
PI0020077,T002510,POI0013,December,afternoon,Z08,92.1,54.2,1276.0,82.34,66.6,70.0,88.05,100.0,69.4,5.84,36.84,68.97,validation
PI0020078,T002510,POI0034,December,morning,Z08,61.1,33.99,6487.7,78.36,18.0,5.0,84.6,100.0,59.7,100.0,24.44,54.32,validation
PI0020079,T002510,POI0047,December,afternoon,Z08,10.2,0.86,109.1,77.43,53.6,66.0,83.1,100.0,70.7,2.35,4.08,73.78,validation
PI0020080,T002510,POI0058,December,evening,Z08,14.2,9.2,239.1,81.41,84.6,54.0,89.85,100.0,68.6,1.36,5.68,81.09,validation
PI0020081,T002511,POI0049,February,morning,Z05,139.6,74.19,1445.5,62.52,45.0,80.0,95.5,100.0,79.2,0.12,55.84,76.58,train
PI0020082,T002511,POI0035,February,evening,Z05,19.8,10.31,192.0,73.73,86.0,78.0,88.0,100.0,50.8,0.0,7.92,75.76,train
PI0020083,T002511,POI0038,February,afternoon,Z05,35.5,18.74,406.5,65.45,86.0,62.0,86.0,100.0,59.1,1.19,14.2,71.15,train
PI0020084,T002511,POI0035,February,morning,Z05,19.8,10.31,192.0,73.73,86.0,59.0,88.0,100.0,50.8,0.0,7.92,75.9,train
PI0020085,T002511,POI0019,February,afternoon,Z05,20.9,12.05,207.7,75.27,55.0,75.0,80.5,100.0,65.5,0.0,8.36,83.72,train
PI0020086,T002511,POI0005,February,afternoon,Z05,6.4,3.57,2546.3,83.17,74.0,73.0,87.75,100.0,68.9,32.43,2.56,72.41,train
PI0020087,T002511,POI0060,February,afternoon,Z05,61.1,39.15,718.8,44.87,47.0,50.0,76.25,100.0,85.3,0.0,24.44,64.54,train
PI0020088,T002511,POI0025,February,evening,Z05,13.9,0.44,110.0,64.49,66.0,43.0,82.5,100.0,75.9,1.34,5.56,81.15,train
PI0020089,T002512,POI0051,February,evening,Z08,71.3,37.85,2490.4,81.14,83.0,40.0,79.2,100.0,74.2,18.47,28.52,69.0,train
PI0020090,T002512,POI0034,February,afternoon,Z08,61.1,33.99,2483.7,81.59,54.0,15.0,84.6,100.0,59.7,18.8,24.44,70.61,train
PI0020091,T002512,POI0007,February,afternoon,Z08,95.8,52.69,957.2,86.75,70.0,44.0,78.45,100.0,59.6,0.0,38.32,75.36,train
PI0020092,T002512,POI0011,February,afternoon,Z08,95.8,52.69,1132.2,43.69,62.0,73.0,85.95,100.0,59.9,1.77,38.32,61.32,train
PI0020093,T002512,POI0032,February,evening,Z08,61.1,33.99,668.7,54.06,64.0,39.0,82.8,100.0,74.7,0.43,24.44,58.45,train
PI0020094,T002512,POI0030,February,morning,Z08,71.6,42.09,1130.4,74.52,92.0,88.0,80.7,100.0,75.2,4.12,28.64,93.19,train
PI0020095,T002512,POI0003,February,evening,Z08,79.2,48.0,941.8,73.18,70.0,93.0,88.2,100.0,70.0,0.87,31.68,68.65,train
PI0020096,T002512,POI0009,February,afternoon,Z08,95.8,52.69,4827.2,71.63,79.0,84.0,77.85,100.0,61.1,39.18,38.32,68.97,train
PI0020097,T002513,POI0055,November,afternoon,Z10,14.9,0.98,261.5,84.59,68.0,84.0,85.0,100.0,55.1,2.93,5.96,93.52,train
PI0020098,T002513,POI0033,November,evening,Z10,64.3,33.2,1839.7,74.68,58.6,44.0,87.5,100.0,54.6,14.49,25.72,73.6,train
PI0020099,T002513,POI0003,November,morning,Z10,65.4,41.68,954.5,82.53,75.4,83.0,95.5,100.0,70.0,1.94,26.16,80.72,train
PI0020100,T002513,POI0050,November,morning,Z10,70.7,39.95,726.3,63.66,67.4,89.0,84.0,100.0,82.4,0.36,28.28,71.07,train
PI0020101,T002513,POI0048,November,evening,Z10,16.5,9.89,171.0,76.85,87.4,71.0,90.5,100.0,46.3,0.0,6.6,79.45,train
PI0020102,T002513,POI0054,November,morning,Z10,70.7,39.95,743.3,77.74,76.2,70.0,100.0,100.0,79.8,0.55,28.28,86.2,train
PI0020103,T002513,POI0023,November,evening,Z10,92.0,51.21,6072.9,65.78,53.4,51.0,64.75,100.0,73.0,60.08,36.8,49.13,train
PI0020104,T002513,POI0048,November,afternoon,Z10,16.5,9.89,171.0,76.85,87.4,79.0,90.5,100.0,46.3,0.0,6.6,79.34,train
PI0020105,T002514,POI0018,January,evening,Z05,15.9,8.61,1031.8,58.19,0.0,95.0,77.1,100.0,86.2,9.23,6.36,60.57,train
PI0020106,T002514,POI0018,January,afternoon,Z05,15.9,8.61,1031.8,58.19,0.0,15.0,77.1,100.0,86.2,9.23,6.36,55.8,train
PI0020107,T002514,POI0010,January,afternoon,Z05,9.6,5.48,2574.3,70.31,92.6,60.0,88.5,100.0,86.1,26.38,3.84,81.29,train
PI0020108,T002514,POI0012,January,afternoon,Z05,9.6,5.48,105.3,56.36,47.2,73.0,83.1,100.0,66.6,0.0,3.84,64.64,train
PI0020109,T002514,POI0041,January,evening,Z05,35.5,18.74,362.5,64.51,76.0,86.0,84.3,100.0,60.8,0.5,14.2,76.73,train
PI0020110,T002514,POI0022,January,evening,Z05,20.9,12.05,4499.7,55.71,25.8,95.0,84.0,100.0,55.1,45.85,8.36,61.95,train
PI0020111,T002514,POI0025,January,evening,Z05,13.9,0.44,218.0,66.31,28.2,43.0,84.0,100.0,75.9,2.25,5.56,59.87,train
PI0020112,T002514,POI0058,January,evening,Z05,61.1,39.15,758.8,80.36,84.6,54.0,89.85,100.0,68.6,0.43,24.44,68.85,train
PI0020113,T002515,POI0059,February,evening,Z09,69.0,39.06,784.0,70.38,73.0,59.0,90.0,100.0,79.4,0.13,27.6,86.22,validation
PI0020114,T002515,POI0058,February,afternoon,Z09,69.0,39.06,775.0,69.51,67.0,78.0,89.85,100.0,68.6,0.1,27.6,67.33,validation
PI0020115,T002515,POI0049,February,evening,Z09,10.9,0.35,21.5,70.11,71.0,38.0,88.2,100.0,79.2,0.05,4.36,77.71,validation
PI0020116,T002515,POI0005,February,morning,Z09,155.0,84.0,5820.9,48.0,14.0,70.0,87.15,100.0,68.9,13.8,62.0,54.95,validation
PI0020117,T002515,POI0038,February,evening,Z09,141.9,74.97,1582.6,48.2,58.0,48.0,86.1,100.0,59.1,0.51,56.76,58.27,validation
PI0020118,T002515,POI0052,February,afternoon,Z09,10.9,0.35,5.5,70.9,87.0,41.0,82.65,100.0,88.6,0.0,4.36,77.25,validation
PI0020119,T002515,POI0014,February,evening,Z09,147.6,81.7,7092.0,74.23,30.0,50.0,81.45,100.0,88.2,18.42,59.04,66.62,validation
PI0020120,T002515,POI0036,February,evening,Z09,119.4,74.3,1253.6,56.2,58.0,73.0,87.45,100.0,45.7,0.0,47.76,81.11,validation
PI0020121,T002516,POI0025,June,morning,Z08,71.6,42.09,930.4,83.85,51.0,48.48,73.5,100.0,75.9,1.21,28.64,77.69,train
PI0020122,T002516,POI0028,June,afternoon,Z08,71.6,42.09,723.4,67.72,64.0,72.0,71.5,100.0,63.8,0.0,28.64,60.85,train
PI0020123,T002516,POI0040,June,morning,Z08,55.8,29.79,536.3,68.76,66.0,45.0,74.0,100.0,45.0,0.0,22.32,66.3,train
PI0020124,T002516,POI0023,June,afternoon,Z08,94.2,59.11,7325.5,74.83,37.0,38.23,77.05,100.0,73.0,36.19,37.68,30.24,train
PI0020125,T002516,POI0007,June,afternoon,Z08,95.8,52.69,957.2,80.24,51.0,18.92,75.35,100.0,59.6,0.0,38.32,59.63,train
PI0020126,T002516,POI0030,June,afternoon,Z08,71.6,42.09,1714.4,74.66,51.0,38.79,74.6,100.0,75.2,5.78,28.64,66.08,train
PI0020127,T002516,POI0035,June,afternoon,Z08,61.1,33.99,626.7,59.25,49.0,70.0,72.4,100.0,50.8,0.0,24.44,57.11,train
PI0020128,T002516,POI0042,June,evening,Z08,55.8,29.79,1259.3,65.47,59.0,46.0,71.0,100.0,66.8,4.22,22.32,64.82,train
PI0020129,T002517,POI0042,February,afternoon,Z02,41.6,24.46,1545.6,77.61,59.0,71.0,71.0,100.0,66.8,18.21,16.64,77.48,train
PI0020130,T002517,POI0008,February,afternoon,Z02,14.5,0.33,7.2,73.11,67.0,62.0,70.8,100.0,71.5,0.0,5.8,86.45,train
PI0020131,T002517,POI0058,February,evening,Z02,80.8,42.78,857.3,78.36,67.0,54.0,71.45,100.0,68.6,0.95,32.32,65.96,train
PI0020132,T002517,POI0014,February,afternoon,Z02,5.2,2.87,12080.2,78.71,30.0,64.0,74.35,100.0,88.2,100.0,2.08,50.78,train
PI0020133,T002517,POI0002,February,evening,Z02,3.2,1.95,76.8,76.85,60.0,58.0,71.2,100.0,67.0,0.67,1.28,72.41,train
PI0020134,T002517,POI0044,February,afternoon,Z02,93.9,50.96,2397.4,65.04,73.0,56.0,72.2,100.0,54.5,23.02,37.56,58.52,train
PI0020135,T002517,POI0013,February,evening,Z02,5.2,2.87,297.2,74.58,79.0,44.0,72.15,100.0,69.4,3.9,2.08,79.91,train
PI0020136,T002517,POI0058,February,afternoon,Z02,80.8,42.78,857.3,78.36,67.0,78.0,71.45,100.0,68.6,0.95,32.32,77.62,train
PI0020137,T002518,POI0024,January,afternoon,Z04,5.4,0.53,2.7,75.25,77.0,56.0,78.45,100.0,63.4,0.0,2.16,76.76,train
PI0020138,T002518,POI0018,January,evening,Z04,6.3,3.23,493.9,67.53,47.0,95.0,77.1,100.0,86.2,3.73,2.52,75.27,train
PI0020139,T002518,POI0044,January,evening,Z04,103.8,57.03,1548.3,66.62,61.0,44.0,87.9,100.0,54.5,4.12,41.52,69.08,train
PI0020140,T002518,POI0060,January,afternoon,Z04,100.3,53.22,905.9,74.24,47.0,50.0,80.25,100.0,85.3,0.0,40.12,66.27,train
PI0020141,T002518,POI0017,January,evening,Z04,6.3,3.23,77.9,80.74,72.0,37.0,86.4,100.0,60.8,0.14,2.52,71.0,train
PI0020142,T002518,POI0033,January,morning,Z04,34.8,20.09,906.4,70.83,61.0,81.0,87.0,100.0,54.6,4.67,13.92,70.48,train
PI0020143,T002518,POI0044,January,evening,Z04,103.8,57.03,1548.3,66.62,61.0,44.0,87.9,100.0,54.5,4.12,41.52,58.15,train
PI0020144,T002518,POI0031,January,afternoon,Z04,34.8,20.09,389.4,78.32,69.0,63.0,88.5,100.0,58.3,0.21,13.92,85.96,train
PI0020145,T002519,POI0042,January,morning,Z01,37.7,21.59,691.1,64.97,52.0,82.0,95.0,100.0,66.8,3.24,15.08,89.05,train
PI0020146,T002519,POI0001,January,morning,Z01,12.0,0.34,92.0,77.18,79.0,70.0,92.75,100.0,60.4,0.94,4.8,83.17,train
PI0020147,T002519,POI0009,January,afternoon,Z01,3.8,2.02,3904.0,56.37,79.0,84.0,72.25,100.0,61.1,42.19,1.52,61.08,train
PI0020148,T002519,POI0039,January,evening,Z01,37.7,21.59,1695.1,74.7,67.0,95.0,70.5,100.0,88.0,14.18,15.08,80.57,train
PI0020149,T002519,POI0041,January,morning,Z01,37.7,21.59,415.1,71.22,68.0,88.0,100.0,100.0,60.8,0.23,15.08,73.96,train
PI0020150,T002519,POI0022,January,evening,Z01,13.8,7.84,2022.1,78.07,80.0,95.0,82.5,100.0,55.1,20.41,5.52,83.35,train
