interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0023140,T002893,POI0048,January,afternoon,Z10,16.5,9.89,171.0,72.36,80.0,79.0,88.8,100.0,46.3,0.0,6.6,89.18,validation,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,66,96,61,70,67,15,2,70,96,78,71,83,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0023141,T002893,POI0035,January,afternoon,Z10,64.3,33.2,582.7,76.49,70.0,70.0,87.3,100.0,50.8,0.0,25.72,86.26,validation,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,66,96,61,70,67,15,2,70,96,78,71,83,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023142,T002893,POI0059,January,morning,Z10,14.9,0.98,31.5,81.85,72.0,85.0,90.0,100.0,79.4,0.35,5.96,81.86,validation,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,66,96,61,70,67,15,2,70,96,78,71,83,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
PI0023143,T002893,POI0028,January,afternoon,Z10,63.6,39.05,739.5,81.5,96.0,72.0,90.0,100.0,63.8,0.0,25.44,95.16,validation,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,66,96,61,70,67,15,2,70,96,78,71,83,shopping,90,70,63.8,90,28,27,24,0,21,13,74,40,40,36,23
PI0023144,T002893,POI0045,January,afternoon,Z10,16.5,9.89,370.0,81.04,69.0,74.0,88.05,100.0,72.7,2.91,6.6,82.55,validation,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,66,96,61,70,67,15,2,70,96,78,71,83,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0023145,T002894,POI0024,January,morning,Z04,5.4,0.53,2.7,77.7,68.0,82.0,73.25,100.0,63.4,0.0,2.16,89.45,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0023146,T002894,POI0042,January,afternoon,Z04,50.2,26.96,754.0,46.65,52.0,71.0,95.0,100.0,66.8,0.79,20.08,63.55,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0023147,T002894,POI0036,January,morning,Z04,34.8,20.09,365.4,67.96,75.0,58.0,88.25,100.0,45.7,0.0,13.92,84.27,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0023148,T002894,POI0021,January,morning,Z04,5.4,0.53,298.7,78.98,64.0,88.0,72.5,100.0,79.2,0.78,2.16,83.54,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,nature,170,99,79.2,18,12,89,22,2,19,23,9,22,73,36,34
PI0023149,T002894,POI0029,January,evening,Z04,21.0,11.17,404.7,74.53,77.0,56.0,95.0,100.0,58.1,0.49,8.4,64.51,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0023150,T002894,POI0054,January,morning,Z04,182.1,97.33,1783.2,43.01,81.0,70.0,100.0,100.0,79.8,0.06,72.84,51.16,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0023151,T002894,POI0019,January,afternoon,Z04,5.4,0.53,2.7,65.01,69.0,75.0,80.5,100.0,65.5,0.0,2.16,63.57,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023152,T002894,POI0057,January,morning,Z04,100.3,53.22,987.9,87.34,62.0,82.0,87.25,100.0,60.6,0.22,40.12,89.99,train,couple,2,0,0,2,easy_going,high,luxury,no_restriction,jain,private_transport,46,27,81,77,62,76,71,58,0,80,44,17,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0023153,T002895,POI0001,November,evening,Z01,12.0,0.34,92.0,46.19,70.0,64.0,89.85,100.0,60.4,0.41,4.8,67.08,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,cultural_site,89,77,60.4,21,82,19,9,30,29,20,33,88,9,24,77
PI0023154,T002895,POI0050,November,evening,Z01,151.8,84.05,1528.5,51.29,62.0,41.0,84.9,100.0,82.4,0.08,60.72,60.91,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0023155,T002895,POI0029,November,evening,Z01,7.0,3.73,257.5,55.58,62.0,56.0,88.5,100.0,58.1,0.88,2.8,61.19,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,nature,80,59,58.1,7,18,79,4,26,24,0,18,31,93,32,20
PI0023156,T002895,POI0025,November,evening,Z01,7.0,3.73,174.5,57.0,61.0,43.0,84.0,100.0,75.9,0.49,2.8,84.44,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0023157,T002895,POI0015,November,morning,Z01,8.5,5.16,489.6,40.23,66.0,84.0,86.4,100.0,55.8,1.84,3.4,58.79,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0023158,T002895,POI0007,November,evening,Z01,3.8,2.02,34.0,60.67,64.0,92.0,78.45,100.0,59.6,0.0,1.52,85.59,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,beach,167,67,59.6,38,21,18,87,35,22,15,33,25,97,22,5
PI0023159,T002895,POI0008,November,afternoon,Z01,3.8,2.02,34.0,37.22,68.0,62.0,87.9,100.0,71.5,0.0,1.52,64.79,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,market,76,100,71.5,90,68,19,9,5,9,15,92,4,20,14,16
PI0023160,T002895,POI0016,November,afternoon,Z01,8.5,5.16,100.6,64.82,60.0,66.0,87.75,100.0,69.1,0.0,3.4,75.75,train,friends,6,0,0,6,balanced,medium,premium,no_restriction,no_preference,private_transport,21,10,92,87,75,2,52,23,7,2,71,37,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0023161,T002896,POI0031,November,afternoon,Z06,10.2,0.97,29.1,73.44,50.0,63.0,88.5,100.0,58.3,0.09,4.08,76.88,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,fort,100,83,58.3,11,92,15,14,30,20,23,20,87,88,0,27
PI0023162,T002896,POI0024,November,morning,Z06,35.7,20.48,357.1,65.39,29.0,82.0,78.45,100.0,63.4,0.0,14.28,66.72,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0023163,T002896,POI0048,November,evening,Z06,57.7,36.79,653.1,86.76,71.0,71.0,88.8,100.0,46.3,0.0,23.08,83.36,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0023164,T002896,POI0007,November,evening,Z06,27.3,14.29,253.7,73.28,64.0,92.0,78.45,100.0,59.6,0.0,10.92,70.14,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,beach,167,67,59.6,38,21,18,87,35,22,15,33,25,97,22,5
PI0023165,T002896,POI0052,November,morning,Z06,130.8,72.24,1294.1,66.97,66.0,87.0,82.65,100.0,88.6,0.0,52.32,63.8,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0023166,T002896,POI0013,November,afternoon,Z06,32.9,17.46,384.6,77.18,85.0,70.0,88.05,100.0,69.4,0.29,13.16,80.02,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0023167,T002896,POI0041,November,afternoon,Z06,20.2,10.78,211.8,66.33,65.0,46.0,84.3,100.0,60.8,0.08,8.08,63.74,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,viewpoint,52,82,60.8,11,17,83,16,41,18,17,0,9,82,11,36
PI0023168,T002896,POI0039,November,morning,Z06,20.2,10.78,1491.8,78.07,75.0,5.0,76.8,100.0,88.0,5.05,8.08,82.44,train,friends,7,0,0,7,balanced,medium,budget,no_restriction,no_preference,balanced,72,86,58,47,54,29,61,87,42,48,45,52,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0023169,T002897,POI0031,January,afternoon,Z05,19.8,10.31,216.0,76.13,50.0,63.0,90.0,100.0,58.3,0.06,7.92,76.7,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,fort,100,83,58.3,11,92,15,14,30,20,23,20,87,88,0,27
PI0023170,T002897,POI0057,January,morning,Z05,61.1,39.15,800.8,61.67,64.0,82.0,87.25,100.0,60.6,0.19,24.44,71.85,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0023171,T002897,POI0004,January,afternoon,Z05,6.4,3.57,491.3,72.98,68.0,66.0,95.25,100.0,78.8,0.99,2.56,74.36,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0023172,T002897,POI0002,January,morning,Z05,6.4,3.57,76.3,76.74,61.0,84.0,94.0,100.0,67.0,0.03,2.56,67.57,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0023173,T002897,POI0052,January,evening,Z05,139.6,74.19,1436.5,65.62,66.0,93.0,80.25,100.0,88.6,0.0,55.84,68.22,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0023174,T002897,POI0021,January,morning,Z05,20.9,12.05,503.7,66.62,68.0,88.0,72.5,100.0,79.2,0.68,8.36,81.84,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,nature,170,99,79.2,18,12,89,22,2,19,23,9,22,73,36,34
PI0023175,T002897,POI0019,January,morning,Z05,20.9,12.05,207.7,88.96,81.0,42.0,80.5,100.0,65.5,0.0,8.36,78.59,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023176,T002897,POI0035,January,evening,Z05,19.8,10.31,192.0,87.33,45.0,78.0,88.0,100.0,50.8,0.0,7.92,85.84,validation,friends,4,0,0,4,easy_going,high,standard,no_restriction,no_preference,balanced,93,88,69,58,51,36,41,94,66,52,0,56,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023177,T002898,POI0005,July,morning,Z04,12.3,7.82,2613.8,79.15,100.0,36.73,72.45,100.0,68.9,37.1,4.92,73.35,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0023178,T002898,POI0036,July,evening,Z04,34.8,20.09,365.4,71.74,79.0,73.0,72.35,100.0,45.7,0.0,13.92,73.5,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0023179,T002898,POI0025,July,morning,Z04,21.0,11.17,321.7,83.52,61.0,49.35,73.5,100.0,75.9,1.54,8.4,86.89,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0023180,T002898,POI0024,July,morning,Z04,5.4,0.53,2.7,81.05,29.0,63.37,75.35,100.0,63.4,0.0,2.16,88.12,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,beach,167,84,63.4,0,21,15,99,17,40,6,27,23,78,22,34
PI0023181,T002898,POI0013,July,afternoon,Z04,6.3,3.23,135.9,73.43,85.0,70.0,72.15,100.0,69.4,1.11,2.52,70.79,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0023182,T002898,POI0006,July,evening,Z04,12.3,7.82,129.8,83.91,52.0,53.79,74.4,100.0,64.0,0.0,4.92,87.53,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0023183,T002898,POI0020,July,afternoon,Z04,5.4,0.53,45.7,75.54,69.0,32.22,69.9,100.0,61.3,0.64,2.16,72.11,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0023184,T002898,POI0002,July,morning,Z04,12.3,7.82,143.8,67.67,61.0,84.0,71.2,100.0,67.0,0.21,4.92,73.66,test,friends,8,0,0,8,packed,low,premium,no_restriction,vegetarian,lowest_cost,73,61,68,89,52,77,45,27,68,76,64,34,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0023185,T002899,POI0033,February,afternoon,Z01,19.4,10.8,1078.3,65.93,58.6,62.0,87.0,100.0,54.6,2.1,7.76,92.69,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0023186,T002899,POI0040,February,afternoon,Z01,37.7,21.59,394.1,86.07,48.8,73.0,82.5,100.0,45.0,0.0,15.08,82.44,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0023187,T002899,POI0011,February,evening,Z01,3.8,2.02,286.0,52.82,48.0,41.0,85.95,100.0,59.9,0.59,1.52,63.75,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0023188,T002899,POI0035,February,morning,Z01,19.4,10.8,179.3,75.07,72.2,59.0,87.3,100.0,50.8,0.0,7.76,90.04,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023189,T002899,POI0033,February,evening,Z01,19.4,10.8,1078.3,65.93,58.6,44.0,87.0,100.0,54.6,2.1,7.76,66.08,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0023190,T002899,POI0048,February,morning,Z01,71.1,43.86,810.9,78.55,87.4,50.0,88.8,100.0,46.3,0.0,28.44,80.85,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0023191,T002899,POI0043,February,evening,Z01,71.1,43.86,877.9,72.76,45.6,61.0,90.0,100.0,62.9,0.16,28.44,78.55,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0023192,T002899,POI0047,February,evening,Z01,71.1,43.86,857.9,41.29,53.6,38.0,83.1,100.0,70.7,0.11,28.44,60.88,train,family,5,1,0,6,balanced,high,premium,no_restriction,non_vegetarian,balanced,68,47,65,47,85,51,74,84,24,73,53,8,religious_site,44,66,70.7,15,67,23,30,1,12,6,8,85,0,27,91
PI0023193,T002900,POI0056,November,morning,Z06,58.6,33.29,1875.1,65.08,79.0,68.0,70.95,100.0,50.2,3.27,23.44,67.57,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0023194,T002900,POI0005,November,morning,Z06,19.2,11.42,2696.6,75.91,100.0,70.0,87.15,100.0,68.9,6.51,7.68,88.08,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,adventure,109,87,68.9,22,20,97,17,7,86,22,36,30,24,37,5
PI0023195,T002900,POI0008,November,evening,Z06,27.3,14.29,253.7,72.44,68.0,90.0,87.9,100.0,71.5,0.0,10.92,81.72,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,market,76,100,71.5,90,68,19,9,5,9,15,92,4,20,14,16
PI0023196,T002900,POI0049,November,afternoon,Z06,130.8,72.24,1303.1,47.89,70.0,81.0,88.2,100.0,79.2,0.02,52.32,60.8,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,religious_site,78,80,79.2,4,87,42,25,15,13,15,16,81,30,0,91
PI0023197,T002900,POI0039,November,afternoon,Z06,20.2,10.78,1491.8,78.88,75.0,15.0,76.8,100.0,88.0,3.41,8.08,71.05,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0023198,T002900,POI0044,November,afternoon,Z06,57.7,36.79,1130.1,53.8,48.0,56.0,87.9,100.0,54.5,1.25,23.08,66.43,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0023199,T002900,POI0013,November,morning,Z06,32.9,17.46,384.6,62.0,85.0,70.0,88.05,100.0,69.4,0.19,13.16,74.53,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0023200,T002900,POI0015,November,afternoon,Z06,32.9,17.46,699.6,65.41,66.0,84.0,86.4,100.0,55.8,1.02,13.16,79.17,train,friends,3,0,0,3,balanced,high,premium,no_restriction,no_preference,balanced,78,47,50,67,63,69,75,68,22,56,50,0,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0023201,T002901,POI0051,December,afternoon,Z07,112.0,65.81,6360.1,79.36,57.6,64.0,79.2,100.0,74.2,47.42,44.8,62.77,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,wellness,162,53,74.2,27,19,89,14,100,1,35,36,9,46,31,31
PI0023202,T002901,POI0013,December,afternoon,Z07,47.7,26.98,738.9,74.64,66.6,70.0,88.05,100.0,69.4,1.91,19.08,73.85,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,fort,103,56,69.4,24,97,0,12,27,1,37,24,91,80,29,32
PI0023203,T002901,POI0040,December,evening,Z07,10.9,0.6,5.5,82.58,48.8,84.0,82.5,100.0,45.0,0.0,4.36,94.02,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0023204,T002901,POI0038,December,evening,Z07,10.9,0.6,222.5,79.47,71.8,48.0,86.1,100.0,59.1,1.95,4.36,68.73,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,waterfall,116,15,59.1,28,21,78,9,13,89,8,25,5,83,21,49
PI0023205,T002901,POI0007,December,evening,Z07,43.4,22.22,361.6,79.49,83.4,92.0,78.45,100.0,59.6,0.0,17.36,72.18,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,beach,167,67,59.6,38,21,18,87,35,22,15,33,25,97,22,5
PI0023206,T002901,POI0019,December,morning,Z07,53.2,28.1,506.9,77.86,78.2,42.0,82.8,100.0,65.5,0.0,21.28,78.07,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023207,T002901,POI0011,December,evening,Z07,43.4,22.22,767.6,68.16,48.0,41.0,85.95,100.0,59.9,3.65,17.36,66.17,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0023208,T002901,POI0035,December,evening,Z07,18.3,11.27,190.3,74.99,72.2,78.0,87.3,100.0,50.8,0.0,7.32,78.96,validation,family,2,3,0,5,balanced,low,luxury,no_restriction,vegetarian,balanced,84,70,93,62,50,60,71,61,61,75,49,45,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023209,T002902,POI0048,August,morning,Z06,57.7,36.79,653.1,74.74,80.0,50.0,88.8,100.0,46.3,0.0,23.08,74.81,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,market,98,60,46.3,78,80,19,1,22,31,23,72,18,28,0,7
PI0023210,T002902,POI0037,August,evening,Z06,20.2,10.78,190.8,72.66,86.0,75.0,84.45,100.0,63.0,0.0,8.08,64.64,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,market,127,84,63.0,76,85,16,15,27,24,23,88,27,0,15,0
PI0023211,T002902,POI0022,August,afternoon,Z06,35.7,20.48,2229.1,63.71,80.0,15.0,84.0,100.0,55.1,10.5,14.28,71.18,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0023212,T002902,POI0026,August,morning,Z06,17.9,9.21,446.1,77.02,84.0,69.0,83.7,100.0,51.4,1.49,7.16,59.0,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,museum,48,49,51.4,9,89,17,27,19,28,7,19,83,5,1,28
PI0023213,T002902,POI0038,August,morning,Z06,20.2,10.78,281.8,70.96,67.0,37.14,86.1,100.0,59.1,0.51,8.08,73.24,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,waterfall,116,15,59.1,28,21,78,9,13,89,8,25,5,83,21,49
PI0023214,T002902,POI0003,August,afternoon,Z06,19.2,11.42,298.6,78.69,70.0,55.0,88.2,100.0,70.0,0.48,7.68,83.49,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0023215,T002902,POI0019,August,evening,Z06,35.7,20.48,357.1,79.7,69.0,85.0,82.8,100.0,65.5,0.0,14.28,69.21,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0023216,T002902,POI0025,August,afternoon,Z06,17.9,9.21,284.1,71.79,88.0,24.63,84.0,100.0,75.9,0.58,7.16,70.98,train,couple,2,0,0,2,balanced,high,premium,no_restriction,non_vegetarian,balanced,66,74,53,50,73,30,0,63,81,71,47,80,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0023217,T002903,POI0035,January,afternoon,Z01,19.4,10.8,179.3,80.26,49.0,70.0,72.4,77.0,50.8,0.0,7.76,66.62,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,market,108,77,50.8,81,100,19,24,39,21,7,84,19,3,16,11
PI0023218,T002903,POI0043,January,evening,Z01,71.1,43.86,949.9,61.83,71.0,61.0,71.5,22.0,62.9,1.21,28.44,63.23,train,seniors,1,0,4,5,packed,medium,standard,wheelchair_friendly_preference,vegetarian,lowest_cost,78,82,83,61,47,5,13,59,53,43,83,47,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
